Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-7944.007	-8193.442	249.4345	0.9367156	1.996203	0.4649784	0.530839	0.469161	6.922511
6	-7941.284	-8191.274	249.9899	1.004492	2.045704	0.4708427	0.590409	0.409591	6.564898
12	-7927.539	-8176.14	248.6006	0.8774103	2.030814	0.5578405	0.506225	0.493775	7.310598
18	-7927.585	-8177.89	250.3045	0.9288701	2.17135	0.5169306	0.495901	0.504099	6.355371
24	-7923.331	-8171.997	248.6663	0.7838004	2.147781	0.4531525	0.495901	0.504099	7.38231
30	-7925.41	-8174.495	249.0851	0.838946	2.147781	0.4939358	0.495901	0.504099	7.090106
36	-7921.538	-8170.206	248.6676	0.8598584	2.147781	0.6365167	0.458154	0.541846	7.186717
42	-7916.555	-8166.136	249.5806	0.8990162	2.160323	0.6365167	0.532397	0.467603	6.669834
48	-7912.034	-8160.933	248.8989	0.8259683	2.160323	0.5603846	0.490422	0.509578	7.136553
54	-7923.252	-8173.042	249.7903	0.9553607	2.419268	0.5244672	0.484464	0.515536	6.542416
60	-7906.874	-8155.801	248.9269	0.9062822	2.598372	0.5244672	0.532115	0.467885	6.98765
66	-7908.256	-8157.593	249.3365	0.8848722	1.965006	0.5089808	0.540247	0.459753	6.973196
72	-7913.387	-8162.77	249.3826	0.9026662	1.969521	0.4693373	0.517748	0.482252	6.973196
78	-7915.304	-8163.925	248.621	0.8743147	1.969521	0.5313691	0.517748	0.482252	7.342692
84	-7905.672	-8153.764	248.0914	0.8324145	1.969521	0.3997846	0.483443	0.516557	7.771572
90	-7903.792	-8151.882	248.0904	0.7957827	1.969521	0.5553802	0.533296	0.466704	7.649003
96	-7914.059	-8162.716	248.6565	0.8638504	2.182686	0.5553802	0.533296	0.466704	7.243953
102	-7920.956	-8168.893	247.937	0.8406516	1.898888	0.5553802	0.513444	0.486556	7.729791
108	-7912.758	-8160.783	248.0249	0.8095143	1.898888	0.5969331	0.501446	0.498554	7.666164
114	-7920.618	-8169.558	248.9398	0.8176562	1.549023	0.5969331	0.482831	0.517169	7.295387
120	-7911.451	-8160.105	248.6542	0.8071104	2.0199	0.561573	0.481819	0.518181	7.319901
126	-7915.239	-8164.222	248.9836	0.8362454	1.672826	0.6613083	0.435373	0.564627	7.167035
132	-7919.118	-8166.062	246.9441	0.7911934	2.121787	0.7015199	0.506201	0.493799	8.106554
138	-7916.74	-8165.818	249.0783	0.8356918	1.940513	0.5444143	0.506201	0.493799	7.116129
144	-7932.736	-8180.808	248.0723	0.8163852	1.874275	0.5444143	0.474608	0.525392	7.687544
150	-7928.953	-8178.048	249.0954	0.9356492	2.299121	0.5051641	0.497676	0.502324	6.978544
156	-7919.819	-8168.543	248.7236	0.9013353	2.299121	0.4459	0.497946	0.502054	7.251582
162	-7932.697	-8181.166	248.4689	0.8671982	2.030737	0.4459	0.447936	0.552064	7.485911
168	-7921.507	-8169.54	248.0332	0.8551409	1.973992	0.4459	0.53471	0.46529	7.743322
174	-7925.658	-8172.889	247.2305	0.7514194	1.973992	0.4980316	0.53471	0.46529	8.179034
180	-7935.242	-8182.141	246.8989	0.7367571	1.973992	0.4870596	0.509959	0.490041	8.373028
186	-7925.371	-8172.233	246.8623	0.7920637	1.973992	0.493346	0.463887	0.536113	8.3575
192	-7928.393	-8175.717	247.3238	0.7835694	2.001388	0.3991317	0.517878	0.482122	8.197723
198	-7930.111	-8177.309	247.1977	0.8218159	2.215686	0.3823457	0.5461	0.4539	8.197723
204	-7925.247	-8172.396	247.1499	0.8602559	2.247125	0.5200575	0.51996	0.48004	8.062928
210	-7927.036	-8175.273	248.2368	0.8165702	1.97596	0.5421674	0.494746	0.505254	7.568431
216	-7930.211	-8178.392	248.1815	0.7951376	1.97596	0.5137179	0.494746	0.505254	7.633741
222	-7924.839	-8173.204	248.3655	0.8729299	1.97596	0.5137179	0.541929	0.458071	7.493577
228	-7925.988	-8173.967	247.9791	0.8160075	1.97596	0.5137179	0.541929	0.458071	7.730791
234	-7922.274	-8171.796	249.5213	0.9058816	1.97596	0.3989474	0.463709	0.536291	6.963932
240	-7913.984	-8161.681	247.6968	0.8386087	1.97596	0.5040611	0.525139	0.474861	7.87797
246	-7923.311	-8171.933	248.6221	0.7947133	1.898084	0.5104682	0.525139	0.474861	7.425911
252	-7919.735	-8168.746	249.0118	0.8477977	2.04076	0.4824782	0.525139	0.474861	7.167704
258	-7930.842	-8178.921	248.079	0.8188396	1.957047	0.4824782	0.513019	0.486981	7.709588
264	-7909.579	-8157.748	248.1684	0.8618657	2.305741	0.5919773	0.526172	0.473828	7.442047
270	-7909.658	-8156.96	247.3026	0.8376718	2.346214	0.4869942	0.526172	0.473828	7.994769
276	-7921.286	-8170.504	249.2177	0.898302	2.479902	0.4466736	0.526562	0.473438	6.937086
282	-7916.77	-8166.471	249.7008	0.8769257	1.839069	0.4519492	0.507337	0.492663	6.874891
288	-7921.416	-8171.666	250.2496	0.8832504	1.796202	0.4519492	0.456448	0.543552	6.589661
294	-7922.106	-8172.027	249.9207	0.8601747	2.288201	0.4519492	0.588946	0.411054	6.625966
300	-7921.317	-8169.293	247.9764	0.8823077	2.024838	0.4311805	0.593868	0.406132	7.757488
